Suburb,Search Name,Price [$],Location [Deg],Distance to CBD [km]
Hillsdale,Hillsdale  Australia,"1,225,000","(-33.9529465, 151.2274123)",10.931817545746043
Killcare Heights,Killcare Heights  Australia,"1,224,600","(-33.5231782, 151.3730069)",39.54461142773727
Liberty Grove,Liberty Grove  Australia,"1,223,300","(-33.8413889, 151.0838889)",12.358806038153501
Bexley North,Bexley North  Australia,"1,218,400","(-33.9425365, 151.1152081)",13.504463628979705
Tempe,Tempe  Australia,"1,214,500","(-33.9247552, 151.1647529)",9.113446704517267
Penshurst,Penshurst  Australia,"1,213,800","(-33.9648292, 151.0849525)",17.22820547456589
Telopea,Telopea  Australia,"1,213,000","(-33.7939218, 151.0409442)",17.595707030966018
Beverly Hills,Beverly Hills  Australia,"1,210,900","(-33.9497444, 151.0817342)",16.31349181507464
Rockdale,Rockdale  Australia,"1,206,500","(-33.9542619, 151.1403655)",13.084266822050008
Kellyville,Kellyville  Australia,"1,201,700","(-33.7158272, 150.954993)",28.70644234967597
Arncliffe,Arncliffe  Australia,"1,190,800","(-33.938236, 151.145508)",11.343793380229386
Beaumont Hills,Beaumont Hills  Australia,"1,185,800","(-33.6997222, 150.9405556)",30.805799094339203
Belfield,Belfield  Australia,"1,185,300","(-33.9045165, 151.0860013)",13.268277490757887
Kingsgrove,Kingsgrove  Australia,"1,181,900","(-33.9371844, 151.0996523)",14.149061687864265
Strathfield South,Strathfield South  Australia,"1,178,500","(-33.8966667, 151.0788889)",13.547532644393634
Waitara,Waitara  Australia,"1,178,100","(-33.7094453, 151.1055581)",19.117753346558253
South Hurstville,South Hurstville  Australia,"1,175,600","(-33.9777213, 151.1060554)",17.031721578892473
Wentworth Point,Wentworth Point  Australia,"1,173,600","(-33.8268958, 151.0774351)",13.234552669873299
Bexley,Bexley  Australia,"1,172,300","(-33.9523543, 151.1181427)",14.132551205499064
Ermington,Ermington  Australia,"1,170,700","(-33.8101156, 151.0600559)",15.302586960175324
Kogarah,Kogarah  Australia,"1,165,900","(-33.968226, 151.1354509)",14.64115029657859
Ultimo,Ultimo  Australia,"1,165,000","(-33.8794728, 151.1984346)",3.2031097248494325
Peakhurst Heights,Peakhurst Heights  Australia,"1,164,700","(-33.9768872, 151.0544039)",20.196783656968986
Sydenham,Sydenham  Australia,"1,164,500","(-33.9147428, 151.1661069)",8.11648306127344
Hornsby,Hornsby  Australia,"1,159,100","(-33.5724083, 151.13177549754764)",32.29229248529965
Patonga,Patonga  Australia,"1,157,800","(-33.5514267, 151.2698864)",34.013629378380536
Marsfield,Marsfield  Australia,"1,155,600","(-33.7777956, 151.1032015)",13.524924427454872
Bundeena,Bundeena  Australia,"1,153,400","(-34.0845443, 151.1512348)",26.185063093086292
Thornleigh,Thornleigh  Australia,"1,148,400","(-33.7236616, 151.0809407)",19.212880715007483
Sylvania,Sylvania  Australia,"1,139,400","(-34.0141205, 151.0988161)",20.749267559341078
Kareela,Kareela  Australia,"1,139,300","(-34.0157553, 151.0812662)",21.79217040684293
Barden Ridge,Barden Ridge  Australia,"1,138,700","(-34.0311727, 151.0105268)",27.29611140868485
Miranda,Miranda  Australia,"1,132,600","(-34.0335434, 151.1037193)",22.397158233054647
Bardwell Valley,Bardwell Valley  Australia,"1,130,100","(-33.937452, 151.1304335)",12.137738166933728
Parramatta,Parramatta  Australia,"1,128,000","(-33.806969699999996, 151.02136251722922)",18.82275617469045
Hornsby Heights,Hornsby Heights  Australia,"1,127,600","(-33.6589881, 151.098374)",24.32018836412663
Baulkham Hills,Baulkham Hills  Australia,"1,127,400","(-33.7611198, 150.9914041)",23.28567297936525
Scotland Island,Scotland Island  Australia,"1,125,000","(-33.6397464, 151.2911746)",24.83939913117675
Banksia,Banksia  Australia,"1,120,600","(-33.9448646, 151.1402066)",12.227069725995008
Picnic Point,Picnic Point  Australia,"1,118,800","(-33.9709556, 151.0072387)",23.244344104856786
Asquith,Asquith  Australia,"1,118,600","(-33.6871935, 151.1110257)",21.001212123039764
Lidcombe,Lidcombe  Australia,"1,107,800","(-33.8630649, 151.0456771)",15.829674238453274
Dundas Valley,Dundas Valley  Australia,"1,103,000","(-33.7936744, 151.0559069)",16.336712483833068
Pretty Beach,Pretty Beach  Australia,"1,098,100","(-33.5283078, 151.3476166)",38.20252079389707
Mortdale,Mortdale  Australia,"1,096,300","(-33.9672997, 151.0721865)",18.266891919417404
Campsie,Campsie  Australia,"1,087,100","(-33.9143894, 151.1032133)",12.385791961507385
Caringbah,Caringbah  Australia,"1,081,800","(-34.0354477, 151.1248018)",21.7537567212597
Westmead,Westmead  Australia,"1,075,300","(-33.8076498, 150.9877265)",21.809395601427823
Woronora Heights,Woronora Heights  Australia,"1,074,500","(-34.034387, 151.027167)",26.51297756247622
Mount Colah,Mount Colah  Australia,"1,072,800","(-33.6719686, 151.1145291)",22.37137968092064
Voyager Point,Voyager Point  Australia,"1,065,700","(-33.9586149, 150.9738889)",25.215753818659483
Peakhurst,Peakhurst  Australia,"1,044,000","(-33.9616444, 151.0590667)",18.76918205418881
The Ponds,The Ponds  Australia,"1,043,600","(-33.7066667, 150.9091667)",32.864491413261995
Kirrawee,Kirrawee  Australia,"1,040,700","(-34.0344781, 151.0726428)",23.955926818660842
Yarrawarrah,Yarrawarrah  Australia,"1,039,000","(-34.056681, 151.0308884)",28.205810976134487
Great Mackerel Beach,Great Mackerel Beach  Australia,"1,038,300","(-33.591505, 151.2988852)",30.188485456691996
Rouse Hill,Rouse Hill  Australia,"1,033,100","(-33.6774941, 150.9160933)",34.0740591444742
Berowra,Berowra  Australia,"1,026,000","(-33.6264261, 151.1473881)",26.12838345075069
Belmore,Belmore  Australia,"1,024,100","(-33.9194073, 151.0878936)",13.884046393044764
Warwick Farm,Warwick Farm  Australia,"1,023,300","(-33.915, 150.9344444)",26.929022330867404
Heathcote,Heathcote  Australia,"1,020,100","(-34.0848266, 151.007392)",32.00349151847891
Glenwood,Glenwood  Australia,"1,017,600","(-33.7331483, 150.928232)",29.909050428655853
Gymea,Gymea  Australia,"1,012,300","(-34.0341447, 151.085653)",23.27835094435911
Bangor,Bangor  Australia,"1,010,100","(-34.0155034, 151.0334872)",24.57315088335943
Kellyville Ridge,Kellyville Ridge  Australia,"1,009,000","(-33.7025, 150.9186111)",32.349433475800446
Berowra Heights,Berowra Heights  Australia,"1,008,400","(-33.6095775, 151.1373221)",28.172426132833
Jannali,Jannali  Australia,"1,006,900","(-34.0163159, 151.0658096)",22.69109616585557
Wentworthville,Wentworthville  Australia,"1,006,300","(-33.8066667, 150.9677778)",23.630762317525953
Abbotsbury,Abbotsbury  Australia,"1,003,000","(-33.8692846, 150.8667029)",32.40356187945043
Menai,Menai  Australia,"999,900","(-34.014811, 151.0164823)",25.62758298023481
Narwee,Narwee  Australia,"994,200","(-33.9455556, 151.0694444)",16.917129636622345
Loftus,Loftus  Australia,"993,700","(-34.0434357, 151.0504559)",25.945973112379452
Mount Kuring-gai,Mount Kuring-gai  Australia,"986,200","(-33.6530641, 151.1368864)",23.56087444015021
Turrella,Turrella  Australia,"982,800","(-33.9302706, 151.1409234)",10.902364348383449
Winston Hills,Winston Hills  Australia,"982,000","(-33.7761098, 150.9816606)",23.425588418725532
Cowan,Cowan  Australia,"978,300","(-33.5888297, 151.1698568)",29.816907493932906
Little Forest,Little Forest  Australia,"978,300","(-34.0316667, 150.9761111)",29.639197082329897
Coasters Retreat,Coasters Retreat  Australia,"977,000","(-33.6048099, 151.2988042)",28.761086230871854
Lilli Pilli,Lilli Pilli  Australia,"967,200","(-34.0680729, 151.1159938)",25.41192898342781
Holroyd,Holroyd  Australia,"965,000","(-33.8297155, 150.9974898)",20.4566016193098
Elvina Bay,Elvina Bay  Australia,"960,000","(-33.6377531, 151.2802489)",24.791140102612342
Roselands,Roselands  Australia,"957,800","(-33.9339943, 151.0765121)",15.64263352944431
Sutherland,Sutherland  Australia,"956,100","(-34.0717253, 151.04927175696895)",28.594373887570683
Revesby Heights,Revesby Heights  Australia,"953,600","(-33.9683842, 151.0189891)",22.18498340678002
Panania,Panania  Australia,"953,500","(-33.9532567, 150.9968874)",23.056824352516642
Engadine,Engadine  Australia,"948,200","(-34.0650134, 151.0138225)",29.90619011971453
North Parramatta,North Parramatta  Australia,"942,600","(-33.7952747, 151.0116649)",20.07547950264337
Bankstown,Bankstown  Australia,"941,600","(-33.9171897, 151.0335881)",18.27664754335343
Padstow,Padstow  Australia,"936,800","(-33.9487767, 151.030116)",20.14082238999412
Northmead,Northmead  Australia,"929,700","(-33.7844423, 150.9983289)",21.650037228374824
Padstow Heights,Padstow Heights  Australia,"927,700","(-33.9704029, 151.0330262)",21.26336455818005
MacQuarie Links,MacQuarie Links  Australia,"927,100","(-33.9816667, 150.8733333)",34.709274182728954
Revesby,Revesby  Australia,"925,800","(-33.9436876, 151.0137191)",21.184910205162087
Shelly Beach,Shelly Beach  Australia,"924,900","(-34.064146199999996, 151.15546489014878)",23.89377268594348
Stanhope Gardens,Stanhope Gardens  Australia,"924,800","(-33.710284, 150.9258277)",31.329850757655343
Kings Langley,Kings Langley  Australia,"924,200","(-33.7505506, 150.9372174)",28.325190037171026
Colebee,Colebee  Australia,"924,100","(-33.7270077, 150.8521783)",36.593249347421725
Condell Park,Condell Park  Australia,"918,000","(-33.9227852, 151.0113144)",20.41921114320714
Ramsgate Beach,Ramsgate Beach  Australia,"915,000","(-33.9824013, 151.1461479)",15.57384584489774
Cecil Hills,Cecil Hills  Australia,"908,700","(-33.89, 150.8511111)",34.02702069037671
Prairiewood,Prairiewood  Australia,"908,300","(-33.8631743, 150.9055074)",28.789026027196325
Riverwood,Riverwood  Australia,"907,500","(-33.9472222, 151.0530556)",18.260908608925632
Greenacre,Greenacre  Australia,"905,100","(-33.9022902, 151.058546)",15.529094340822835
Edensor Park,Edensor Park  Australia,"902,300","(-33.8802849, 150.8762602)",31.60391955505225
Chipping Norton,Chipping Norton  Australia,"898,100","(-33.919687, 150.9630711)",24.51918105824597
Cabramatta West,Cabramatta West  Australia,"897,000","(-33.8916949, 150.914639)",28.222466097295698
Bonnyrigg Heights,Bonnyrigg Heights  Australia,"894,400","(-33.8912101, 150.8695795)",32.346399550771146
East Hills,East Hills  Australia,"894,200","(-33.960853, 150.9879189)",24.18812778218109
Georges Hall,Georges Hall  Australia,"892,500","(-33.9101113, 150.9879924)",22.00734347660645
Leppington,Leppington  Australia,"888,700","(-33.9543857, 150.80806378606871)",39.35271003332985
Pemulwuy,Pemulwuy  Australia,"886,100","(-33.8164641, 150.9284441)",26.99611614103853
Rosehill,Rosehill  Australia,"879,300","(-33.8263889, 151.0305556)",17.492704812587384
Merrylands,Merrylands  Australia,"876,100","(-33.8350765, 150.9860379)",21.43762718057484
Carnes Hill,Carnes Hill  Australia,"874,500","(-33.9378294, 150.8504602)",35.08316167920837
Punchbowl,Punchbowl  Australia,"871,500","(-33.928717, 151.0522591)",17.25914931656074
Edmondson Park,Edmondson Park  Australia,"869,400","(-33.9628336, 150.8563294)",35.395068486479815
Girraween,Girraween  Australia,"867,600","(-33.7983305, 150.9427707)",26.09861132595233
Macquarie Park,Macquarie Park  Australia,"866,700","(-33.7814961, 151.1256747)",11.694997022134476
Berala,Berala  Australia,"862,000","(-33.8753943, 151.0343253)",17.006338614131597
Mooney Mooney,Mooney Mooney  Australia,"859,300","(-33.5238945, 151.203356)",36.7248019748625
Berowra Waters,Berowra Waters  Australia,"858,300","(-33.5994177, 151.1229517)",29.623898376884128
Bungarribee,Bungarribee  Australia,"856,300","(-33.7822832, 150.86499)",33.5186159433238
Lakemba,Lakemba  Australia,"854,300","(-33.9196311, 151.0749236)",14.936539298656724
Old Toongabbie,Old Toongabbie  Australia,"852,900","(-33.7858548, 150.9699533)",24.06853031250118
Milperra,Milperra  Australia,"852,500","(-33.9388237, 150.9846424)",23.378960512266307
Canley Vale,Canley Vale  Australia,"848,900","(-33.8871356, 150.9462342)",25.25756869424969
Moorebank,Moorebank  Australia,"848,800","(-33.9332633, 150.949686)",26.16509806267808
West Hoxton,West Hoxton  Australia,"846,300","(-33.9316667, 150.8344444)",36.34958536358765
Acacia Gardens,Acacia Gardens  Australia,"841,800","(-33.7324595, 150.9125321)",31.24666173909743
Wiley Park,Wiley Park  Australia,"841,600","(-33.9230556, 151.0677778)",15.698560410729533
Bossley Park,Bossley Park  Australia,"841,400","(-33.8622222, 150.8844444)",30.73435307099033
Brooklyn,Brooklyn  Australia,"840,800","(-33.5469129, 151.2265249)",34.16441346283641
Denham Court,Denham Court  Australia,"840,600","(-33.9813889, 150.8294444)",38.44338267367554
Greystanes,Greystanes  Australia,"838,400","(-33.8262187, 150.9414378)",25.65155041858891
Chester Hill,Chester Hill  Australia,"838,200","(-33.8816667, 151.0011111)",20.146421139274462
Bass Hill,Bass Hill  Australia,"837,900","(-33.8986251, 150.9974484)",20.836505663008207
Auburn,Auburn  Australia,"832,200","(-33.8545702, 151.0255673)",17.665006908745852
St Johns Park,St Johns Park  Australia,"830,900","(-33.8816667, 150.9011111)",29.329379379614128
South Wentworthville,South Wentworthville  Australia,"829,300","(-33.82134, 150.9687481)",23.22629226520444
Schofields,Schofields  Australia,"826,100","(-33.6971603, 150.8711915)",36.44913381165247
South Granville,South Granville  Australia,"822,000","(-33.8577778, 151.0105556)",19.0566712981141
Middleton Grange,Middleton Grange  Australia,"818,800","(-33.9147154, 150.8423882)",35.236613900206784
Dangar Island,Dangar Island  Australia,"818,700","(-33.5387077, 151.239494)",35.12673486019136
Yagoona,Yagoona  Australia,"817,300","(-33.9037907, 151.0176677)",19.176280712419214
Sefton,Sefton  Australia,"816,800","(-33.8873088, 151.0106256)",19.382127277384512
Fairfield Heights,Fairfield Heights  Australia,"811,900","(-33.8662814, 150.9395106)",25.658610208876503
Granville,Granville  Australia,"806,100","(-33.8345097, 151.0060111)",19.606824758935183
Toongabbie,Toongabbie  Australia,"806,000","(-33.7866894, 150.9526498)",25.56485185235449
Parklea,Parklea  Australia,"805,300","(-33.725, 150.9161111)",31.321176592556878
Wetherill Park,Wetherill Park  Australia,"796,200","(-33.8483333, 150.9011111)",29.19229393913221
Holsworthy,Holsworthy  Australia,"795,300","(-33.9597307, 150.9502719)",27.22982857472108
Merrylands West,Merrylands West  Australia,"795,300","(-33.8359501, 150.9681261)",23.078252336775602
Regents Park,Regents Park  Australia,"794,200","(-33.8820048, 151.02569)",17.906595598499642
Canley Heights,Canley Heights  Australia,"793,200","(-33.8816667, 150.9261111)",27.029180563374812
Birrong,Birrong  Australia,"788,000","(-33.8918622, 151.0201957)",18.617287648585897
Horningsea Park,Horningsea Park  Australia,"786,100","(-33.9460804, 150.8432271)",35.97431287670744
Wattle Grove,Wattle Grove  Australia,"786,100","(-33.9564013, 150.9405862)",27.89151813149129
Silverwater,Silverwater  Australia,"782,200","(-33.834881, 151.0471218)",15.827306970744887
Greenfield Park,Greenfield Park  Australia,"775,000","(-33.8752778, 150.8919444)",30.11271050699727
Cheero Point,Cheero Point  Australia,"766,600","(-33.5105556, 151.1933333)",38.24432187202932
Booker Bay,Booker Bay  Australia,"763,000","(-33.5138889, 151.3475)",39.718845205814944
Quakers Hill,Quakers Hill  Australia,"762,200","(-33.7344444, 150.8788889)",33.99252066825104
Green Valley,Green Valley  Australia,"760,400","(-33.9024601, 150.8674187)",32.720895580023466
Seven Hills,Seven Hills  Australia,"751,300","(-33.7760305, 150.9427044)",26.809093063438755
Guildford West,Guildford West  Australia,"750,100","(-33.8483084, 150.9657421)",23.213384755389253
Riverstone,Riverstone  Australia,"749,200","(-33.6797545, 150.8616695)",38.17322877530097
Fairfield West,Fairfield West  Australia,"749,100","(-33.8689308, 150.9243383)",27.075934231713862
Fairfield,Fairfield  Australia,"747,900","(-33.867440349999995, 150.88931036078026)",30.30453726476771
Ettalong Beach,Ettalong Beach  Australia,"745,700","(-33.515, 151.3344444)",39.24698221248793
Woodcroft,Woodcroft  Australia,"744,600","(-33.7586111, 150.8783333)",33.07632765311019
Hammondville,Hammondville  Australia,"742,600","(-33.9511518, 150.9608619)",25.94252325015577
Prestons,Prestons  Australia,"741,700","(-33.9415149, 150.8747464)",33.03682154760986
Wakeley,Wakeley  Australia,"741,500","(-33.8736111, 150.9086111)",28.561342112784015
Casula,Casula  Australia,"740,200","(-33.9522222, 150.8952778)",31.60914231078144
Hinchinbrook,Hinchinbrook  Australia,"734,200","(-33.9159661, 150.8645957)",33.24911577277168
Minchinbury,Minchinbury  Australia,"732,700","(-33.7866731, 150.8272222)",36.81857503644022
Austral,Austral  Australia,"728,200","(-33.9282672, 150.8082824)",38.6256866485296
Smithfield,Smithfield  Australia,"726,600","(-33.8478215, 150.9408736)",25.515487269390544
Lansvale,Lansvale  Australia,"726,000","(-33.9003985, 150.9510782)",25.06697673097988
Liverpool,Liverpool  Australia,"725,900","(-33.9198252, 150.92566)",27.850045554444062
Erskine Park,Erskine Park  Australia,"725,200","(-33.8086111, 150.8013889)",38.761417950520524
Umina Beach,Umina Beach  Australia,"720,000","(-33.5177778, 151.3094444)",38.364618444565664
Bonnyrigg,Bonnyrigg  Australia,"719,300","(-33.8936698, 150.888281)",30.667108685245505
Bardia,Bardia  Australia,"714,600","(-33.9763948, 150.8604327)",35.578272242672284
Old Guildford,Old Guildford  Australia,"711,200","(-33.8636111, 150.9844444)",21.49159378778104
Cabramatta,Cabramatta  Australia,"707,300","(-33.8983188, 150.9344502)",26.53293272750453
Glenfield,Glenfield  Australia,"705,900","(-33.9733455, 150.8957217)",32.44384412545243
Villawood,Villawood  Australia,"703,300","(-33.8857243, 150.9837511)",21.802063971740083
Blacktown,Blacktown  Australia,"693,000","(-33.7401885, 150.86483553289474)",34.95532391313684
Yennora,Yennora  Australia,"692,000","(-33.8620079, 150.9686096)",22.94882674608489
Hoxton Park,Hoxton Park  Australia,"691,800","(-33.9294022, 150.8560164)",34.35207163605125
Fairfield East,Fairfield East  Australia,"683,200","(-33.8747423, 150.9721298)",22.715314538968162
Glendenning,Glendenning  Australia,"660,600","(-33.7483333, 150.8511111)",35.83281873431139
Rooty Hill,Rooty Hill  Australia,"654,500","(-33.7688649, 150.8411802)",36.029991319586436
Ashcroft,Ashcroft  Australia,"654,200","(-33.915, 150.9011111)",29.92616787588128
Marayong,Marayong  Australia,"651,500","(-33.7491667, 150.8919444)",32.25322918474144
Doonside,Doonside  Australia,"650,000","(-33.7549501, 150.8685985)",34.06128990814541
Lalor Park,Lalor Park  Australia,"646,900","(-33.7649937, 150.9288833)",28.42909377300695
Dean Park,Dean Park  Australia,"645,600","(-33.7328296, 150.852577)",36.31263550047639
Eastern Creek,Eastern Creek  Australia,"645,100","(-33.6750568, 150.8533885)",39.099561800294715
Plumpton,Plumpton  Australia,"639,500","(-33.7566667, 150.8427778)",36.2725969311555
Carramar,Carramar  Australia,"629,900","(-33.8838889, 150.9636111)",23.615735920832872
Ingleburn,Ingleburn  Australia,"629,700","(-33.9983333, 150.8511111)",37.34408393701775
Lurnea,Lurnea  Australia,"626,400","(-33.9358333, 150.8972222)",30.865442935910092
Hassall Grove,Hassall Grove  Australia,"619,900","(-33.7316667, 150.8344444)",37.922580532396864
Oakhurst,Oakhurst  Australia,"619,400","(-33.7372222, 150.8347222)",37.67980271502483
Colyton,Colyton  Australia,"613,100","(-33.7822222, 150.7958333)",39.76510822158853
Heckenberg,Heckenberg  Australia,"607,000","(-33.9077778, 150.8913889)",30.64116608648325
Minto,Minto  Australia,"600,800","(-34.0316667, 150.8511111)",39.05798213417857
Busby,Busby  Australia,"598,400","(-33.915, 150.8844444)",31.431020117872077
Mount Druitt,Mount Druitt  Australia,"596,500","(-33.7705556, 150.8205556)",37.82776949412615
Bow Bowing,Bow Bowing  Australia,"594,200","(-34.0161463, 150.8405606)",39.089668242579215
Milsons Passage,Milsons Passage  Australia,"590,000","(-33.5157613, 151.1768241)",37.7859009582941
Sadleir,Sadleir  Australia,"577,300","(-33.9169444, 150.8902778)",30.950873430298294
Macquarie Fields,Macquarie Fields  Australia,"574,800","(-33.9904477, 150.8849303)",34.14808078662684
Miller,Miller  Australia,"557,700","(-33.9205556, 150.8805556)",31.916793197132858
Cartwright,Cartwright  Australia,"556,600","(-33.9250864, 150.8913549)",31.06654848043873
Hebersham,Hebersham  Australia,"523,200","(-33.7455739, 150.8253839)",38.186655178371204
Dharruk,Dharruk  Australia,"507,800","(-33.7480556, 150.8147222)",39.039281354249546
